"","uid","majority_label","entropy","old_label","n","e","c","ground_truth","hypothesis","premise"
"177","4867540330.jpg#0r1n","n",0.868721246339405,"n",71,29,0,"n","A husband and wife play video games together on a couch.","A man and woman are pictured from behind sitting close together on a couch while they play Nintendo DS"
"178","2923386532.jpg#3r1c","c",0.989587521222056,"c",44,0,56,"c","2 men drive a golf cart","2 people in blue and purple costumes are looking at each other with a hill in the background."
"179","6906541132.jpg#0r1n","n",0.519116442129007,"n",91,3,6,"n","They are walking rapidly away from a crane, which looks like it might tip over.","Several people are walking on a street and there is a large, blue crane towering and leaning against a building."
"180","2976381679.jpg#1r1e","e",0.637957870336228,"e",11,87,2,"e","Men are outdoors.","An older man looks over a younger man wielding an ax chopping wood in a fall setting."
"181","2976381679.jpg#1r1n","n",0.575160186084823,"n",89,9,2,"n","Father and son get firewood for the winter.","An older man looks over a younger man wielding an ax chopping wood in a fall setting."
"182","2513060654.jpg#3r1e","e",1.20880002184789,"n",38,57,5,"e","Children in the open.","A single file line of children walk in front of a building."
"183","4345676156.jpg#4r1c","c",1.04432555269629,"c",40,1,59,"c","Three men are gathered in the living room on the couch.","Three men gathered around a table of pink fish."
"184","2097489021.jpg#0r1e","n",1.37487941384419,"e",56,31,13,"e","A small girl dances ballet.","The tiny girl dressed in a butterfly ballet costume, waves her wand near a nutcracker statue."
"185","3538337538.jpg#1r1e","e",0.141440542541821,"e",2,98,0,"e","Guy walks by bus.","Blue bus parked with back door opened as man in white shirt walk by it."
"186","3556571710.jpg#0r1e","e",0.792501459966726,"e",7,84,9,"e","three guys in suits","This is a picture of three young men, dressed in suits with one on a bike, and of a young lady wearing a white dress."
"187","4745021716.jpg#3r1e","n",1.37022894607179,"e",60,21,19,"e","The woman is practicing modeling.","A female dancer works on striking a pose."
"188","3854366835.jpg#0r1e","n",0.815727213605219,"n",80,2,18,"e","Cops film where they found the body","A man in a uniform is standing on the beach with a camera in his hands."
"189","3854366835.jpg#0r1n","n",0.712573461756777,"c",83,1,16,"n","Coast guard records sound waves for their youtube page.","A man in a uniform is standing on the beach with a camera in his hands."
"190","4151663073.jpg#3r1c","c",0.904381457724494,"c",32,0,68,"c","the baby is asleep","A baby smiles while swinging in a blue infant swing."
"191","3093614199.jpg#0r1e","e",0.141440542541821,"e",2,98,0,"e","Three policeman ride on bikes","There are three policemen on bikes making sure that the streets are cleared for the president."
"192","3796854356.jpg#3r1e","e",0.407340745400986,"e",6,93,1,"e","People are walking outside.","Two people are walking down an isolated road."
"193","91365036.jpg#2r1e","e",0.998845535995202,"e",48,52,0,"e","The boy is using his hands to weave a rug.","A brown kid wearing jeans and no shirt is weaving a straw rug."
"194","911527312.jpg#4r1e","n",0.925495745752425,"n",76,21,3,"e","A youngster is playing in the woods.","A boy wearing red crocs climbing a tree."
"195","4520819002.jpg#3r1e","n",0.914926372779728,"n",67,33,0,"e","A man stands around as he looks at his phone.","A man in an orange shirt looking at his cellphone."
"196","3493255026.jpg#3r1e","n",0.979576432168017,"n",67,32,1,"e","The dog is playing tug of war.","a white dog is tugging on a black rope"
"197","4878621384.jpg#0r1n","e",0.917690563152123,"e",27,72,1,"n","Some people's are playing basketball in basketball court","Three women, two wearing red shirts and one wearing a purple shirt, and a man, wearing a light blue shirt, jump on a basketball court with balls in their hands."
"198","4878621384.jpg#0r1e","e",1.54131527740124,"e",32,44,24,"e","Three people's are playing basketball and holds and ball in their hands","Three women, two wearing red shirts and one wearing a purple shirt, and a man, wearing a light blue shirt, jump on a basketball court with balls in their hands."
"199","3846674484.jpg#3r1n","n",0.987785743109097,"c",74,4,22,"n","A girl washes toys outside.","A young girl has her hands in a tub of water with leaves in it."
"200","4645332265.jpg#0r1n","n",1.45739931022753,"n",49,35,16,"n","A male is not sitting outside programming his computer.","A man in a red shirt is sitting at his desk with one leg on the desk, using a computer with two screens set up side by side."
"201","4272403632.jpg#2r1n","n",0.481763067193911,"n",91,1,8,"n","The dirt bike rider is running from someone.","A dirt bike rider riding through the woods over logs."
"202","5087235703.jpg#4r1n","n",1.1164239834761,"n",70,7,23,"n","A girl is taking a picture.","A girl is posing outside."
"203","4450722137.jpg#4r1c","n",0.981453895033654,"c",58,0,42,"c","The goat is really a spy.","A girl is feeding a goat."
"204","416902908.jpg#0r1c","n",1.00015982601079,"n",69,2,29,"c","The doorway to the cafe is littered with trash and debris.","The front of the cafe must remain free of trash if customers are to be enticed to enter."
"205","416902908.jpg#0r1e","n",0.956907135915233,"e",69,30,1,"e","The front door is clear of trash.","The front of the cafe must remain free of trash if customers are to be enticed to enter."
"206","371910695.jpg#3r1n","n",0.242292189082415,"n",96,0,4,"n","The people are celebrating a birthday.","A group of people looking at menus in a white restaurant."
"207","1463638541.jpg#0r1n","n",0.689182147659183,"n",86,3,11,"n","a person climbing a sign to spray paint it","A person is climbing and has nearly reached the sign at the top"
"208","4992006407.jpg#1r1n","n",0.999579745281114,"n",65,34,1,"n","THe friends play pool","Two people, one in light jeans and a striped shirt, are playing pool."
"209","4290265214.jpg#1r1e","n",1.14251711130975,"n",62,34,4,"e","The man is indoors.","A man plays mini-gold on the SportsCenter set while two others observe."
"210","4665413015.jpg#4r1c","n",1,"c",50,0,50,"c","The monks are running down the dirt trail.","Two monks are visiting a big city."
"211","4665413015.jpg#4r1e","n",0.65875366387596,"e",87,10,3,"e","The monks are dressed in their robes enjoying the big city.","Two monks are visiting a big city."
"212","2572812372.jpg#1r1c","c",0.855450810560131,"c",28,0,72,"c","The girl is blind.","A young girl in red pants looks at a window mannequin as people walk past."
"213","4615743138.jpg#2r1n","n",0.981453895033654,"n",58,42,0,"n","The band's lead singer performs.","A band is playing on a stage while a lady sings."
"214","561940436.jpg#3r1e","e",0.662844204969614,"e",14,85,1,"e","Two people are sitting next to each other.","An older couple is resting on a bench."
"215","6294503037.jpg#2r1c","c",0.68007704572828,"c",18,0,82,"c","Two men playing soccer in the park.","Two men one in orange shirt, who is ahead, and one in green shirt running a race."
"216","3006443200.jpg#1r1n","n",1.02198957730748,"n",70,27,3,"n","A man has some bananas.","A person wearing a robe and a pointed hat is holding a basket of bananas."
"217","7621713378.jpg#1r1n","n",0.686882753799029,"n",87,6,7,"n","Ten young men perform an interpretive dance at the beach.","A crowd gathers along the handrail of a boardwalk to watch young men leap into the air on the beach sand."
"218","7621713378.jpg#1r1e","e",0.827280211626969,"e",8,83,9,"e","A number of boys are airborne at the beach.","A crowd gathers along the handrail of a boardwalk to watch young men leap into the air on the beach sand."
"219","4544230674.jpg#4r1e","e",1.04963089070732,"e",41,58,1,"e","The older men are visiting with each other.","older men talking and standing around."
"220","4525922214.jpg#0r1n","n",0.548260626725894,"n",89,10,1,"n","an older man is sitting in a lawn chair","A man with white tennis shoes and an orange jacket, is sitting in a lawn chair."
"221","3037060954.jpg#0r1e","e",0.99740158856774,"e",47,53,0,"e","People are going to a wedding.","A couple is a standing together the woman is adjusting a flower on the man's lapel and they are dressed in wedding apparel."
"222","8221794333.jpg#0r1n","n",1.28975154458645,"e",64,22,14,"n","A young boy is playing in a pile of leaves.","A young boy in a Cookie Monster t-shirt sits on the ground on a fall day, holding a fallen leaf in his hand as an expression of joy lights up on his face."
"223","4950594552.jpg#3r1e","e",0.286396957115956,"n",5,95,0,"e","A person is walking outside.","Man walking in front of Queen and Portland Lofts and Condominiums."
"224","842960985.jpg#2r1c","c",0.721928094887362,"c",20,0,80,"c","A man in a blue shirt is sitting in the rain.","A man in a beige trench coat is walking in the rain."
"225","2087423271.jpg#2r1n","n",0.0807931358959112,"n",99,0,1,"n","A couple is out on a date","A man and woman are drinking at a bar."
"226","3186338070.jpg#2r1e","e",0.0807931358959112,"n",1,99,0,"e","A human being is snowboarding and doing tricks.","A person performing a snowboarding trick on a high mountain."
"227","3150659152.jpg#2r1c","c",1.08201873499002,"c",23,6,71,"c","a blue canoe inside of some plants","A reson is in a blue canoe in front of some plants."
"228","2879991421.jpg#2r1n","n",0.979576432168017,"n",67,32,1,"n","Cowboys are competing at the rodeo.","Five people in cowboy hats are on horses at a rodeo show."
"229","3769486949.jpg#2r1c","n",0.944543589326252,"n",70,1,29,"c","A bunch of people are walking in a field.","A bunch of people are walking in a crowded area."
"230","2109479807.jpg#0r1c","c",0.735794862975338,"c",17,1,82,"c","Three men are driving motor scooters.","Four females wearing helments are riding on an ATV."
"231","2372763106.jpg#3r1n","n",0.557438185027989,"n",87,0,13,"n","The six is green","A race dog numbered six is midair."
"232","6956105362.jpg#3r1n","n",1.11081450281426,"n",55,43,2,"n","The young man standing on the dirt bike is performing a stunt.","A young man is riding a dirt bike while standing up."
"233","6956105362.jpg#3r1e","e",0.999579745281114,"e",34,65,1,"e","The young man stands on the pedals of his dirt bike.","A young man is riding a dirt bike while standing up."
"234","3582066525.jpg#1r1c","n",1.15537421906292,"c",54,3,43,"c","She was climbing a mountain.","A person jumps off of a cliff into the water below as others watch."
"235","2434074318.jpg#0r1e","n",1.50416375112047,"n",47,33,20,"e","A man exercises outdoors.","A male hiker wearing a brown hat is standing next to a triangular monument on the top of a mountain."
"236","3827232520.jpg#2r1n","n",0.701471459883897,"n",81,19,0,"n","A woman wearing a blue jacket and black pants is drinking tea.","A woman in a blue jacket is drinking tea from a cup."
"237","1858123511.jpg#4r1c","c",0.999579745281114,"c",34,1,65,"c","There are people covering up a hole that someone is stuck inside of.","People working digging a hole."
"238","1130017585.jpg#2r1n","n",0.956907135915233,"e",69,30,1,"n","Three young women are dressed for the parade.","Three young women pose for the camera at a parade."
"239","4811454472.jpg#0r1e","n",1.11672445550788,"e",53,45,2,"e","The man is excluded from the conversation","Four young people stand in a circle conversing, while a man in white button-down shirt, coral colored pants and green hand bandage stands to the side."
"240","1796608106.jpg#4r1n","c",0.741482739931274,"n",21,0,79,"n","a women is helping a kid make a sand castle","A woman building herself a sand castle."
"241","4764082600.jpg#1r1n","n",0.887896651765621,"n",74,25,1,"n","The elderly black driver opens the bus doors.","The elderly bus driver opening the door for a passenger who needs to get off."
"242","5071819265.jpg#0r1n","n",0.925495745752425,"n",76,21,3,"n","A kid jumps a bike over a dirt ramp.","A Person in a dark shirt and shorts and a white helmet is jumping a bicycle over a mound of dirt."
